satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Loyal Customer,55,Business travel,Business,1460,3,3,3,2,4,4,4,4,4,4,4,3,0,0.0
satisfied,Loyal Customer,22,Business travel,Business,5044,4,4,4,4,4,4,4,2,3,4,1,4,0,0.0
satisfied,Loyal Customer,63,Personal Travel,Eco,2361,5,0,4,1,2,1,3,2,1,1,2,1,6,1.0
satisfied,Loyal Customer,46,Business travel,Eco,1861,4,4,4,5,5,5,5,1,5,1,2,5,0,0.0
satisfied,Loyal Customer,44,Business travel,Eco,545,5,5,5,1,5,4,4,4,4,1,4,2,71,55.0
satisfied,Loyal Customer,42,Business travel,Business,1097,1,1,1,2,4,3,3,4,3,5,3,5,0,1.0
satisfied,Loyal Customer,48,Personal Travel,Eco,913,1,1,1,4,5,5,5,5,5,5,5,3,0,2.0
dissatisfied,Loyal Customer,61,Personal Travel,Eco,2116,5,4,4,5,5,5,5,5,5,3,4,5,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,4961,4,4,4,5,5,5,3,4,4,3,4,5,0,0.0
dissatisfied,Loyal Customer,56,Business travel,Eco,1578,4,4,4,2,2,2,2,5,3,1,3,2,0,0.0
dissatisfied,Loyal Customer,31,Business travel,Business,3703,3,3,3,1,1,1,2,4,4,3,3,1,0,0.0
satisfied,Loyal Customer,21,Personal Travel,Eco,1617,3,3,3,4,4,4,5,4,4,4,5,4,3,19.0
dissatisfied,disloyal Customer,39,Business travel,Eco,1565,2,1,4,4,4,4,2,4,3,1,3,4,4,0.0
satisfied,Loyal Customer,34,Business travel,Business,3906,0,0,3,2,4,2,2,2,2,4,2,3,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,3280,1,1,1,4,5,4,4,4,4,3,4,3,0,0.0
dissatisfied,disloyal Customer,36,Business travel,Eco,1510,1,1,3,2,2,2,4,5,3,3,2,2,18,14.0
dissatisfied,Loyal Customer,24,Personal Travel,Eco,1933,2,4,3,5,5,5,1,5,2,2,4,5,0,0.0
dissatisfied,Loyal Customer,27,Personal Travel,Eco Plus,2005,3,3,4,2,2,2,1,1,4,2,3,2,0,4.0
dissatisfied,Loyal Customer,48,Personal Travel,Eco,2366,4,2,1,5,5,5,4,3,5,4,4,5,42,42.0
satisfied,Loyal Customer,66,Personal Travel,Eco,475,5,5,5,3,2,4,4,4,4,2,4,2,1,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,1275,5,3,1,3,3,3,5,3,4,5,4,3,1,0.0
satisfied,Loyal Customer,28,Personal Travel,Eco,3209,5,4,5,1,1,1,5,2,3,3,4,1,0,0.0
satisfied,Loyal Customer,33,Business travel,Business,3551,4,4,4,5,5,5,3,2,4,3,5,5,2,5.0
dissatisfied,disloyal Customer,40,Business travel,Eco,1892,2,2,3,1,1,1,3,1,1,4,4,1,0,0.0
dissatisfied,Loyal Customer,48,Business travel,Business,2222,4,3,4,5,1,1,1,2,1,1,1,4,3,20.0
satisfied,Loyal Customer,55,Business travel,Business,1220,1,1,1,3,5,5,5,5,5,4,5,4,0,0.0
satisfied,Loyal Customer,25,Business travel,Business,2570,4,4,4,5,5,5,5,3,5,5,5,5,29,11.0
satisfied,Loyal Customer,44,Personal Travel,Eco,548,5,5,5,3,4,3,3,4,3,3,3,5,33,25.0
satisfied,Loyal Customer,52,Business travel,Business,4314,5,5,5,4,4,3,4,5,5,4,5,4,189,185.0
dissatisfied,disloyal Customer,21,Business travel,Eco,2799,3,3,5,3,3,3,4,2,5,5,5,3,7,0.0
satisfied,disloyal Customer,40,Business travel,Business,1380,5,5,1,5,5,5,3,2,5,3,5,5,5,0.0
satisfied,Loyal Customer,61,Business travel,Eco,1931,5,5,5,4,4,4,3,1,4,1,1,4,0,0.0
dissatisfied,disloyal Customer,43,Business travel,Eco,2290,4,1,3,2,2,2,2,2,4,4,4,2,0,20.0
dissatisfied,Loyal Customer,56,Business travel,Business,1554,1,2,2,1,3,4,4,4,4,2,4,2,63,58.0
satisfied,Loyal Customer,46,Business travel,Business,1629,3,3,3,2,4,4,4,4,4,5,4,3,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1697,2,2,2,2,5,3,3,4,3,4,3,4,0,6.0
dissatisfied,disloyal Customer,26,Business travel,Eco,2040,3,3,3,1,1,1,3,3,2,1,2,1,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,2465,5,5,5,5,5,4,2,3,4,5,4,5,1,9.0
dissatisfied,Loyal Customer,35,Business travel,Eco,2888,3,3,3,4,4,4,4,4,2,3,2,4,0,0.0
dissatisfied,Loyal Customer,28,Business travel,Business,2197,4,4,4,2,2,2,3,5,3,3,3,2,0,0.0
dissatisfied,Loyal Customer,22,Business travel,Eco,1274,2,4,2,2,2,2,1,2,4,1,3,2,0,0.0
dissatisfied,disloyal Customer,37,Business travel,Business,1878,2,2,4,3,3,3,4,4,4,4,4,3,3,0.0
satisfied,disloyal Customer,30,Business travel,Business,2367,5,5,1,1,1,1,3,4,5,5,4,1,2,0.0
dissatisfied,Loyal Customer,57,Business travel,Business,2010,2,2,2,5,2,2,2,2,2,2,2,1,0,10.0
dissatisfied,Loyal Customer,53,Business travel,Eco,1660,2,2,2,4,3,2,2,1,2,3,2,2,4,0.0
satisfied,Loyal Customer,60,Business travel,Business,1954,5,5,5,2,5,4,4,4,4,5,4,4,0,0.0
dissatisfied,disloyal Customer,47,Business travel,Eco,973,1,5,1,2,2,2,1,2,2,2,1,2,8,16.0
satisfied,Loyal Customer,41,Business travel,Eco,3670,2,2,2,4,4,4,3,1,3,1,5,4,18,8.0
satisfied,Loyal Customer,40,Business travel,Business,855,2,2,2,5,5,4,4,4,4,4,4,5,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,2491,4,2,2,4,5,4,4,4,4,5,4,5,0,0.0
satisfied,Loyal Customer,48,Business travel,Business,2420,3,3,3,4,5,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,31,Business travel,Business,3032,1,4,4,4,4,4,5,5,4,4,5,4,0,0.0
satisfied,Loyal Customer,50,Business travel,Eco,203,1,1,1,5,3,4,4,4,4,1,4,1,0,0.0
satisfied,Loyal Customer,23,Personal Travel,Eco,2810,3,3,3,3,5,4,4,4,4,4,4,4,31,30.0
satisfied,Loyal Customer,33,Business travel,Eco,1872,1,1,1,5,5,5,2,2,2,3,5,5,0,3.0
satisfied,Loyal Customer,33,Business travel,Eco,1954,1,1,1,5,5,5,5,4,3,5,4,5,0,0.0
satisfied,Loyal Customer,21,Personal Travel,Eco,1522,5,4,4,2,2,2,3,4,4,2,4,2,2,1.0
satisfied,Loyal Customer,50,Business travel,Business,1731,2,2,2,4,4,4,4,5,4,3,4,3,4,10.0
satisfied,Loyal Customer,55,Business travel,Business,2570,2,2,2,5,4,5,4,3,5,4,3,4,0,0.0
dissatisfied,Loyal Customer,55,Business travel,Eco Plus,391,1,1,1,4,4,4,4,4,4,1,4,4,24,10.0
dissatisfied,Loyal Customer,42,Personal Travel,Eco,859,4,4,3,3,4,4,4,4,4,5,4,5,0,0.0
dissatisfied,disloyal Customer,29,Business travel,Eco,3080,3,3,3,4,4,4,1,2,4,4,5,4,0,0.0
satisfied,Loyal Customer,50,Personal Travel,Eco,953,2,1,1,4,4,4,1,3,4,4,4,4,0,0.0
satisfied,Loyal Customer,67,Personal Travel,Eco,391,4,4,4,4,5,5,5,4,5,1,5,2,0,0.0
satisfied,Loyal Customer,44,Personal Travel,Eco,2434,5,5,3,4,4,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,41,Business travel,Business,933,3,3,3,5,5,4,4,4,4,4,4,5,11,2.0
satisfied,Loyal Customer,61,Business travel,Business,2422,2,2,2,4,3,4,4,5,4,4,4,3,0,3.0
dissatisfied,Loyal Customer,69,Business travel,Business,355,3,3,3,4,4,2,2,3,2,3,2,3,0,14.0
dissatisfied,Loyal Customer,21,Business travel,Eco,3238,5,5,5,2,4,2,2,1,2,1,3,2,0,0.0
satisfied,Loyal Customer,30,Business travel,Eco Plus,2109,3,3,3,4,4,4,3,1,1,2,2,4,80,65.0
dissatisfied,disloyal Customer,18,Business travel,Eco,2617,1,1,2,3,3,3,3,4,5,3,5,3,18,0.0
satisfied,Loyal Customer,31,Business travel,Business,3818,1,1,1,5,5,5,3,3,2,3,3,5,85,97.0
satisfied,Loyal Customer,39,Business travel,Business,482,1,1,1,3,5,2,2,2,2,5,2,3,2,18.0
satisfied,disloyal Customer,20,Business travel,Business,2059,0,5,3,2,2,2,3,3,5,5,5,2,0,0.0
dissatisfied,disloyal Customer,39,Business travel,Eco,2578,3,3,1,1,1,1,2,5,5,4,4,1,0,0.0
satisfied,Loyal Customer,62,Personal Travel,Eco,732,4,4,4,1,1,4,4,4,4,5,4,5,100,91.0
satisfied,Loyal Customer,53,Business travel,Business,464,1,5,1,4,4,5,5,4,5,3,5,3,0,0.0
dissatisfied,Loyal Customer,54,Personal Travel,Business,602,4,2,3,2,5,3,3,2,3,5,3,3,0,4.0
dissatisfied,Loyal Customer,29,Business travel,Business,2620,2,2,2,2,2,2,3,2,4,2,3,2,0,0.0
dissatisfied,Loyal Customer,18,Business travel,Business,3266,1,1,1,3,3,3,4,2,3,2,3,3,0,15.0
satisfied,Loyal Customer,59,Business travel,Business,1690,1,1,1,5,4,4,4,4,4,4,4,3,0,0.0
satisfied,Loyal Customer,35,Business travel,Business,736,4,4,4,4,4,2,2,2,2,5,2,5,36,38.0
satisfied,Loyal Customer,55,Business travel,Business,522,4,4,4,3,4,3,3,3,3,3,3,4,2,0.0
dissatisfied,Loyal Customer,11,Business travel,Business,3439,1,1,1,2,2,2,4,5,4,4,4,2,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,2546,4,4,4,4,4,5,5,5,3,2,5,4,0,0.0
dissatisfied,Loyal Customer,41,Business travel,Business,2809,5,3,5,5,3,1,1,1,4,3,1,2,0,0.0
dissatisfied,disloyal Customer,22,Business travel,Eco,1288,5,4,2,5,5,5,5,5,1,2,3,5,21,29.0
satisfied,Loyal Customer,35,Business travel,Eco Plus,2057,5,5,5,3,3,3,1,2,4,2,3,3,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Eco,1736,4,2,4,2,2,2,4,5,2,5,2,2,26,39.0
satisfied,Loyal Customer,38,Business travel,Business,3956,5,1,5,1,4,4,4,4,4,1,4,2,0,0.0
satisfied,Loyal Customer,32,Personal Travel,Eco,2021,0,0,2,3,3,3,5,3,4,4,4,3,0,1.0
satisfied,Loyal Customer,43,Business travel,Eco,972,1,1,1,5,2,2,2,2,2,2,2,2,9,14.0
satisfied,Loyal Customer,33,Business travel,Business,2622,5,5,5,4,5,5,5,5,5,3,5,4,0,0.0
dissatisfied,disloyal Customer,36,Business travel,Business,2295,2,2,4,3,3,3,3,5,5,5,5,3,26,25.0
satisfied,Loyal Customer,46,Business travel,Business,2113,1,1,1,2,4,5,5,4,5,3,5,3,0,0.0
dissatisfied,Loyal Customer,45,Business travel,Eco,1774,2,2,2,3,3,3,2,1,3,1,4,3,51,55.0
dissatisfied,Loyal Customer,40,Business travel,Eco,2159,5,5,5,2,2,2,2,3,3,1,3,2,0,0.0
dissatisfied,Loyal Customer,60,Personal Travel,Eco,1965,4,2,3,3,3,3,1,1,3,4,4,3,0,0.0
satisfied,Loyal Customer,37,Business travel,Eco Plus,1196,4,1,1,5,5,5,5,3,4,1,2,5,14,
satisfied,Loyal Customer,30,Personal Travel,Eco Plus,1644,0,4,1,2,2,2,4,3,4,3,4,2,0,0.0
dissatisfied,Loyal Customer,39,Business travel,Business,3503,1,1,1,3,4,3,3,3,3,1,3,4,2,0.0
dissatisfied,Loyal Customer,17,Business travel,Business,5008,4,1,1,3,3,3,4,5,3,4,3,3,0,7.0
satisfied,Loyal Customer,42,Business travel,Business,79,1,1,1,5,5,4,4,4,4,1,4,4,6,0.0
dissatisfied,Loyal Customer,55,Business travel,Business,2041,3,3,3,3,4,2,2,2,2,4,2,4,0,6.0
satisfied,Loyal Customer,56,Business travel,Eco,530,1,1,1,3,5,5,5,5,5,2,5,2,0,0.0
dissatisfied,disloyal Customer,27,Business travel,Eco,1853,0,2,2,1,1,1,4,2,1,1,5,1,0,0.0
dissatisfied,disloyal Customer,54,Business travel,Eco Plus,1321,4,4,2,1,1,1,3,3,1,4,1,1,0,3.0
satisfied,Loyal Customer,46,Business travel,Business,1750,1,1,1,4,5,5,5,4,5,4,5,5,8,0.0
satisfied,Loyal Customer,58,Business travel,Business,2409,1,3,1,5,5,3,3,4,3,4,3,4,40,29.0
satisfied,Loyal Customer,41,Business travel,Business,881,5,5,5,4,4,2,2,3,2,4,2,4,0,0.0
satisfied,Loyal Customer,56,Business travel,Business,346,3,3,3,5,5,4,4,4,4,4,4,3,0,0.0
dissatisfied,Loyal Customer,32,Personal Travel,Eco,3325,4,3,3,2,2,2,1,4,4,2,3,2,122,125.0
satisfied,Loyal Customer,57,Business travel,Business,2141,5,5,5,3,4,4,4,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,38,Business travel,Business,110,4,0,1,3,5,3,3,5,5,3,3,3,0,5.0
dissatisfied,disloyal Customer,20,Business travel,Eco,1654,3,1,4,5,5,5,1,3,3,4,3,5,0,0.0
dissatisfied,Loyal Customer,36,Business travel,Business,3855,2,2,2,1,4,4,4,4,4,4,4,1,0,0.0
dissatisfied,Loyal Customer,30,Personal Travel,Eco,3484,3,4,1,4,4,4,2,4,4,1,2,4,0,0.0
dissatisfied,disloyal Customer,9,Business travel,Eco,2950,3,3,4,5,5,5,2,4,4,4,4,5,38,28.0
dissatisfied,disloyal Customer,37,Business travel,Business,2136,3,3,3,4,4,4,3,3,4,3,3,4,2,0.0
satisfied,Loyal Customer,59,Personal Travel,Eco,436,2,2,2,5,5,5,3,3,4,2,5,5,78,66.0
satisfied,Loyal Customer,30,Business travel,Business,4831,2,3,3,4,3,4,2,5,1,3,3,4,3,0.0
satisfied,Loyal Customer,31,Personal Travel,Eco,1162,2,2,2,5,5,5,1,3,4,3,5,5,0,0.0
satisfied,Loyal Customer,38,Personal Travel,Eco,1612,4,5,3,2,2,2,1,1,4,3,3,2,6,0.0
dissatisfied,disloyal Customer,20,Business travel,Eco,1099,1,3,3,3,3,3,4,2,3,2,4,3,6,0.0
satisfied,Loyal Customer,45,Business travel,Business,1391,2,2,2,2,4,4,4,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,59,Business travel,Business,2332,2,2,2,3,4,2,2,3,2,4,2,3,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,1306,5,5,2,4,4,4,4,2,5,5,4,4,10,60.0
dissatisfied,Loyal Customer,13,Personal Travel,Eco,1718,4,2,2,1,1,1,3,2,4,5,5,1,0,0.0
dissatisfied,Loyal Customer,59,Business travel,Eco,1739,5,5,5,2,2,2,3,1,3,2,3,2,27,16.0
satisfied,Loyal Customer,12,Personal Travel,Eco,2015,1,1,1,4,2,5,5,5,5,4,5,5,23,27.0
dissatisfied,Loyal Customer,68,Personal Travel,Eco,3466,3,3,3,3,2,2,2,3,4,2,2,2,0,3.0
dissatisfied,Loyal Customer,53,Business travel,Eco,550,2,2,2,4,4,2,2,2,2,2,2,4,0,0.0
dissatisfied,disloyal Customer,44,Business travel,Eco,1269,0,3,3,5,3,5,3,2,2,1,5,5,0,0.0
dissatisfied,disloyal Customer,26,Business travel,Business,2112,2,2,3,2,2,2,4,5,5,3,5,2,0,0.0
satisfied,Loyal Customer,52,Business travel,Business,2409,3,3,3,4,1,5,5,5,3,1,5,1,0,0.0
satisfied,Loyal Customer,39,Business travel,Business,74,1,1,1,1,3,4,4,4,3,1,4,5,0,0.0
dissatisfied,disloyal Customer,32,Business travel,Eco,2547,2,2,4,2,2,2,5,2,3,5,4,2,1,0.0
dissatisfied,Loyal Customer,45,Personal Travel,Eco,1372,4,1,3,4,4,4,5,3,4,3,5,4,0,0.0
satisfied,Loyal Customer,41,Business travel,Eco,1885,3,3,3,4,4,4,1,4,1,4,4,4,15,16.0
dissatisfied,Loyal Customer,41,Business travel,Eco Plus,2202,5,5,5,1,1,1,3,1,3,2,4,1,0,0.0
dissatisfied,Loyal Customer,39,Business travel,Eco,1838,4,4,4,3,3,3,2,1,3,4,4,3,7,30.0
satisfied,Loyal Customer,54,Business travel,Business,1094,1,1,1,3,5,5,5,5,5,4,5,5,0,0.0
dissatisfied,Loyal Customer,15,Personal Travel,Eco,1813,4,1,3,4,1,4,5,3,4,5,4,4,11,32.0
satisfied,Loyal Customer,48,Business travel,Business,3851,4,5,4,1,3,4,4,4,4,2,4,5,0,0.0
dissatisfied,Loyal Customer,38,Business travel,Business,1610,1,1,1,2,4,4,4,4,4,3,4,4,17,12.0
satisfied,Loyal Customer,70,Personal Travel,Eco,1705,5,5,5,1,2,4,4,4,4,1,4,3,1,0.0
satisfied,Loyal Customer,58,Personal Travel,Eco,309,2,2,2,5,3,4,4,4,4,4,4,3,33,73.0
dissatisfied,Loyal Customer,21,Business travel,Eco Plus,3721,1,1,1,1,2,1,3,3,4,3,4,1,0,0.0
satisfied,Loyal Customer,57,Business travel,Eco,1665,4,4,4,2,2,2,2,4,5,5,4,2,9,20.0
satisfied,Loyal Customer,38,Business travel,Business,311,0,0,2,1,5,3,3,3,3,3,3,5,0,7.0
satisfied,Loyal Customer,56,Business travel,Business,419,5,5,5,2,4,3,3,4,3,3,3,4,48,42.0
satisfied,disloyal Customer,21,Business travel,Business,2098,4,4,1,5,5,5,5,5,4,4,5,5,67,65.0
satisfied,Loyal Customer,36,Business travel,Eco,1762,3,3,3,2,2,2,2,1,5,4,1,2,0,
satisfied,Loyal Customer,21,Business travel,Business,5193,1,1,1,5,5,5,3,3,3,3,4,5,0,3.0
dissatisfied,Loyal Customer,19,Business travel,Business,1693,5,5,5,4,4,4,3,4,4,2,3,4,0,0.0
satisfied,Loyal Customer,66,Personal Travel,Eco,1552,2,4,3,5,5,5,1,2,4,3,3,5,6,0.0
satisfied,disloyal Customer,23,Business travel,Eco Plus,1341,0,5,5,3,1,3,1,2,2,4,3,3,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,2345,5,5,5,5,5,5,5,5,5,3,5,5,9,10.0
satisfied,Loyal Customer,46,Business travel,Business,53,5,5,5,4,5,4,4,4,4,3,4,3,0,0.0
satisfied,Loyal Customer,50,Business travel,Business,112,4,1,1,1,2,4,4,4,5,3,4,4,4,16.0
satisfied,Loyal Customer,41,Business travel,Business,1932,1,1,1,5,4,5,5,5,5,4,5,3,0,0.0
satisfied,Loyal Customer,37,Personal Travel,Eco,2235,3,5,3,2,2,2,1,3,3,4,2,2,0,0.0
satisfied,Loyal Customer,58,Personal Travel,Eco,388,5,5,5,2,4,4,4,4,4,5,4,5,0,0.0
dissatisfied,Loyal Customer,42,Business travel,Business,3713,3,3,3,5,4,3,3,4,3,2,3,4,0,0.0
satisfied,Loyal Customer,27,Personal Travel,Eco,1681,1,5,5,4,4,3,5,4,5,4,4,4,12,15.0
satisfied,Loyal Customer,39,Business travel,Business,2940,2,2,2,3,5,4,4,4,4,1,4,5,50,58.0
satisfied,Loyal Customer,7,Personal Travel,Eco,2018,4,5,2,1,1,1,3,4,5,4,4,1,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,1509,1,4,5,2,5,2,4,4,4,3,5,2,0,1.0
dissatisfied,Loyal Customer,49,Personal Travel,Eco,2084,4,4,3,4,5,4,3,5,4,3,4,4,72,75.0
dissatisfied,disloyal Customer,37,Business travel,Business,2003,1,1,1,5,5,5,4,4,5,4,4,5,0,10.0
dissatisfied,Loyal Customer,34,Personal Travel,Eco,2456,2,2,2,4,4,4,2,4,3,3,3,4,0,1.0
satisfied,disloyal Customer,22,Business travel,Business,1531,0,4,4,3,3,3,4,4,5,3,4,3,0,0.0
satisfied,Loyal Customer,11,Personal Travel,Eco,1273,3,4,2,2,1,2,2,1,2,2,5,2,0,0.0
satisfied,Loyal Customer,29,Business travel,Business,2558,1,1,1,4,4,4,4,3,5,3,2,4,0,0.0
dissatisfied,disloyal Customer,44,Business travel,Eco,1291,4,5,1,2,2,2,4,5,4,3,3,2,22,7.0
dissatisfied,Loyal Customer,48,Business travel,Business,3203,2,2,2,5,4,1,1,1,1,3,1,2,0,0.0
satisfied,disloyal Customer,24,Business travel,Business,3753,4,0,1,0,2,5,5,5,4,2,3,2,236,202.0
satisfied,Loyal Customer,12,Personal Travel,Eco,2710,3,4,3,5,5,4,4,4,5,3,4,3,0,3.0
satisfied,Loyal Customer,21,Business travel,Business,5410,5,2,5,4,4,4,3,3,5,5,5,4,0,4.0
satisfied,Loyal Customer,36,Business travel,Business,1774,2,2,2,3,5,5,5,5,4,5,5,5,9,7.0
satisfied,Loyal Customer,50,Business travel,Business,339,1,3,3,3,4,4,4,4,4,3,4,3,0,0.0
dissatisfied,Loyal Customer,48,Personal Travel,Eco,353,2,4,3,2,4,2,2,4,2,3,2,2,0,0.0
satisfied,Loyal Customer,57,Business travel,Business,2087,5,5,5,4,5,4,4,4,4,4,4,4,20,0.0
dissatisfied,Loyal Customer,33,Personal Travel,Eco,1809,4,2,1,1,5,1,5,2,4,4,4,1,0,2.0
dissatisfied,Loyal Customer,29,Business travel,Business,3014,1,5,1,2,2,2,1,4,4,3,3,2,0,0.0
satisfied,Loyal Customer,53,Business travel,Eco Plus,253,2,5,2,4,2,5,5,5,5,4,5,1,0,0.0
satisfied,Loyal Customer,47,Business travel,Business,2890,3,3,3,3,4,5,5,5,5,4,5,3,2,0.0
satisfied,Loyal Customer,40,Business travel,Eco,1865,5,5,5,5,5,5,1,3,2,3,1,5,0,7.0
satisfied,Loyal Customer,26,Business travel,Eco,2536,3,3,3,5,5,5,1,4,4,5,3,5,0,0.0
satisfied,Loyal Customer,42,Business travel,Business,2020,2,2,2,3,5,4,4,4,4,4,4,3,2,0.0
satisfied,Loyal Customer,48,Business travel,Business,683,2,2,2,2,4,4,4,4,4,4,4,4,0,0.0
satisfied,Loyal Customer,38,Personal Travel,Eco,3427,5,5,5,4,5,5,5,5,5,5,5,4,1,17.0
dissatisfied,Loyal Customer,64,Personal Travel,Business,1126,5,3,1,4,1,3,3,3,3,3,3,5,0,0.0
dissatisfied,Loyal Customer,35,Business travel,Business,888,5,5,5,2,4,2,2,2,2,4,2,3,0,18.0
dissatisfied,Loyal Customer,66,Personal Travel,Eco Plus,2554,3,4,4,4,3,1,4,2,3,3,3,3,0,0.0
satisfied,Loyal Customer,63,Business travel,Business,2181,4,4,4,3,4,5,5,5,5,5,5,4,0,0.0
satisfied,Loyal Customer,51,Business travel,Business,377,1,1,1,4,5,4,4,5,4,4,4,3,10,0.0
dissatisfied,Loyal Customer,33,Business travel,Business,630,2,2,2,5,3,3,3,3,3,3,3,4,0,7.0
dissatisfied,Loyal Customer,14,Business travel,Eco,2429,5,5,5,4,2,4,1,5,3,4,4,4,3,0.0
satisfied,Loyal Customer,58,Business travel,Business,2252,4,4,4,2,1,4,4,4,4,4,4,4,0,0.0
dissatisfied,disloyal Customer,50,Business travel,Eco,1710,1,1,3,3,3,3,2,4,4,1,4,3,20,19.0
satisfied,Loyal Customer,63,Personal Travel,Eco,838,4,4,4,2,5,5,5,5,5,3,5,5,39,34.0
satisfied,Loyal Customer,24,Personal Travel,Eco,1765,2,2,2,4,4,2,5,3,1,4,5,4,2,0.0
dissatisfied,Loyal Customer,38,Business travel,Eco,3713,4,4,4,4,4,4,3,1,4,1,4,4,30,9.0
dissatisfied,Loyal Customer,39,Business travel,Eco Plus,1480,3,3,3,2,2,2,3,3,3,1,4,2,0,0.0
dissatisfied,disloyal Customer,50,Business travel,Eco,2567,3,3,2,3,1,3,1,5,2,3,2,3,34,49.0
satisfied,Loyal Customer,65,Business travel,Business,308,1,1,1,5,3,4,4,4,4,5,4,2,0,0.0
satisfied,Loyal Customer,43,Business travel,Business,1005,3,4,4,4,4,3,3,3,3,3,3,4,0,0.0
satisfied,Loyal Customer,56,Personal Travel,Eco Plus,1886,5,5,5,3,3,3,4,2,4,3,5,3,0,4.0
dissatisfied,Loyal Customer,26,Business travel,Business,4811,4,4,4,1,1,1,3,4,3,2,3,1,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,2432,0,4,5,3,5,3,4,2,5,5,4,3,5,0.0
dissatisfied,Loyal Customer,68,Business travel,Business,455,2,2,2,2,4,4,4,4,4,3,4,1,0,0.0
satisfied,Loyal Customer,47,Personal Travel,Business,246,1,4,3,2,4,4,4,4,5,2,4,1,17,65.0
satisfied,Loyal Customer,31,Business travel,Business,3262,5,4,4,5,5,5,4,4,4,3,4,5,0,4.0
satisfied,Loyal Customer,41,Business travel,Business,426,3,3,3,4,4,2,2,2,2,5,2,3,0,0.0
dissatisfied,disloyal Customer,45,Business travel,Business,1576,3,3,4,2,2,2,5,2,4,5,5,2,58,43.0
satisfied,Loyal Customer,44,Business travel,Business,3673,5,5,5,5,5,4,4,4,4,3,4,5,9,21.0
satisfied,Loyal Customer,19,Personal Travel,Eco,875,1,1,1,5,3,4,4,4,4,4,4,2,82,70.0
satisfied,Loyal Customer,38,Business travel,Business,1760,3,3,3,4,3,4,4,4,4,2,4,4,16,19.0
dissatisfied,disloyal Customer,27,Business travel,Eco,2202,3,3,4,3,3,3,3,4,4,4,4,3,0,0.0
dissatisfied,Loyal Customer,56,Business travel,Eco,2239,4,3,4,2,2,2,1,2,4,1,4,2,0,0.0
dissatisfied,disloyal Customer,25,Business travel,Eco,2163,3,3,4,4,4,4,4,2,4,1,4,4,0,0.0
dissatisfied,Loyal Customer,51,Personal Travel,Eco,1398,5,1,2,4,4,4,3,4,5,4,5,4,0,
satisfied,Loyal Customer,31,Business travel,Business,1765,5,5,5,5,5,5,5,2,5,5,5,5,0,0.0
dissatisfied,Loyal Customer,36,Personal Travel,Eco,4477,1,2,2,2,4,1,5,2,2,4,1,4,8,39.0
dissatisfied,disloyal Customer,33,Business travel,Eco,1599,4,3,3,5,5,5,5,1,2,4,4,5,0,0.0
dissatisfied,disloyal Customer,49,Business travel,Business,1550,3,3,2,4,2,4,3,5,4,4,5,4,0,0.0
satisfied,Loyal Customer,45,Business travel,Business,3788,5,5,5,2,5,4,4,4,4,4,4,4,0,0.0
dissatisfied,Loyal Customer,11,Personal Travel,Eco,2264,5,1,1,5,5,5,3,5,4,3,5,5,0,3.0
satisfied,Loyal Customer,14,Personal Travel,Eco,3008,1,1,1,4,5,3,3,3,3,3,3,4,3,0.0
satisfied,Loyal Customer,27,Personal Travel,Eco,967,5,5,5,4,5,5,5,5,5,4,5,4,48,42.0
dissatisfied,Loyal Customer,30,Business travel,Business,3433,2,2,2,2,2,2,2,5,4,4,3,2,0,0.0
dissatisfied,disloyal Customer,40,Business travel,Business,1295,1,1,2,4,4,4,4,4,1,4,2,4,0,0.0
dissatisfied,Loyal Customer,10,Personal Travel,Eco,1538,4,4,3,1,1,1,5,3,4,5,5,1,0,9.0
dissatisfied,Loyal Customer,35,Personal Travel,Eco,1055,5,4,1,1,1,1,5,3,5,4,5,1,8,13.0
dissatisfied,Loyal Customer,37,Business travel,Eco Plus,1410,3,3,3,2,2,2,3,5,3,1,4,2,0,0.0
dissatisfied,Loyal Customer,54,Personal Travel,Eco,1575,4,5,3,2,5,1,1,5,1,3,1,5,17,29.0
satisfied,Loyal Customer,50,Personal Travel,Eco,1634,4,0,3,3,5,4,4,4,4,4,4,5,0,0.0
dissatisfied,Loyal Customer,22,Business travel,Eco,2875,3,5,3,3,2,3,2,1,3,4,3,3,0,0.0
